频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
[BD]cctv8,https://stream1.freetv.fun/cctv8-39.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,0.824,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]hbo comedy ==,https://stream1.freetv.fun/hbo-comedy-9.ctv,网络源,https://epg.pw/media/images/channel/2023/08/16/large/20230816131830273878_85.png,0.870,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]hits,https://stream1.freetv.fun/hits-9.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,0.815,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]cctv-4中文国际,https://stream1.freetv.fun/cctv-4zhong-wen-guo-ji-3.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001905740569_14.jpg,0.816,未分组,,,,无音频,error,0.0,True,True,0,0
[SD]hbo east =,https://stream1.freetv.fun/hbo-east-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020554404518_29.png,0.852,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cinema world,https://stream1.freetv.fun/cinema-world-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/03/large/20230603000625090581_44.png,2.187,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]eet tv,https://stream1.freetv.fun/eet-tv-3.m3u8,网络源,https://epg.pw/media/,0.836,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]deluxe music rap[geo-blocked],https://stream1.freetv.fun/deluxe-music-rap-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613202258799759_56.png,0.815,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]classica古典樂,https://stream1.freetv.fun/classicagu-dian-le-2.m3u8,网络源,https://epg.pw/media/images/channel/2017/11/23/large/20171123202358057725_47.png,0.825,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]investigation discovery *s[geo-blocked],https://stream1.freetv.fun/investigation-discovery--s-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/11/large/20220411222823732042_44.png,0.808,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv9[geo-blocked],https://stream1.freetv.fun/cctv9-15.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,0.800,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]canal terrassa,https://stream1.freetv.fun/canal-terrassa-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174853139444_50.png,1.316,未分组,,,,无音频,疑似假源,0.5052,True,True,1.0,0.0
[BD]cctv11,https://stream1.freetv.fun/cctv11-39.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001605278776_41.png,0.827,未分组,,,,无音频,error,0.0,False,False,0,0
[VGA]psn canal 45.2,https://stream1.freetv.fun/psn-canal-45-2-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174522009953_10.png,0.856,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv-10,https://stream1.freetv.fun/cctv-10-16.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,0.803,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]catchplay *vp[geo-blocked],https://stream1.freetv.fun/catchplay--vp-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711225534366231_52.png,0.861,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]el pingüino tv,https://stream1.freetv.fun/el-pinguino-tv-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/06/25/20170625145526166324_78.jpg,0.834,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]eet tv,https://stream1.freetv.fun/eet-tv-2.m3u8,网络源,https://epg.pw/media/,0.832,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]dijlah tv,https://stream1.freetv.fun/dijlah-tv-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174601163962_10.png,0.841,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]beyblade en español,https://stream1.freetv.fun/beyblade-en-espanol-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,0.809,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]freeдom[geo-blocked],https://stream1.freetv.fun/freedom-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/08/09/20170809054534300734_65.jpg,0.826,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]classica古典樂,https://stream1.freetv.fun/classicagu-dian-le-6.m3u8,网络源,https://epg.pw/media/images/channel/2017/11/23/large/20171123202358057725_47.png,1.017,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cnn[geo-blocked],https://stream1.freetv.fun/cnn-5.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,1.314,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]global news,https://stream1.freetv.fun/global-news-8.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/22/large/20240422035430526505_15.png,1.392,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]cctv12[geo-blocked],https://stream1.freetv.fun/cctv12-58.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,1.297,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]cnn indonesia,https://stream1.freetv.fun/cnn-indonesia-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,4.813,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
[BD]telesur,https://stream1.freetv.fun/telesur-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174437413062_94.png,0.852,未分组,h264,1920x1080,,有音频,error,0.0,False,False,0,0
[HD]ช่อง fox sports southwest plus,https://stream1.freetv.fun/ch-ng-fox-sports-southwest-plus-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313155056174810_11.png,1.885,未分组,h264,1280x720,25.0,有音频,疑似假源,0.4792,True,True,1.0,0.0
[HD]sr fernsehen,https://stream1.freetv.fun/sr-fernsehen-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613201750103685_33.png,11.202,未分组,h264,,,有音频,error,0.0,False,False,0,0
[BD]cctv4[geo-blocked],https://stream1.freetv.fun/cctv4-84.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001917639668_91.png,0.800,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv-4k[geo-blocked],https://stream1.freetv.fun/cctv-4k-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055421788601_18.png,8.281,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5365,True,True,1.0,0.0
[BD]dw english,https://stream1.freetv.fun/dw-english-3.m3u8,网络源,https://epg.pw/media/images/channel/2024/02/05/large/20240205014234637777_71.png,5.347,未分组,h264,1920x1080,50.0,有音频,error,0.0,False,False,0,0
[HD]dazn ringside,https://stream1.freetv.fun/dazn-ringside-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/24/large/20240424024936868909_61.png,1.831,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]cgtn,https://stream1.freetv.fun/cgtn-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,1.250,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ช่อง dorcel orig,https://stream1.freetv.fun/ch-ng-dorcel-orig-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/02/20150202091657261430_91.png,1.374,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
[BD]cctv3,https://stream1.freetv.fun/cctv3-65.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,7.771,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[HD]ช่อง cp 24,https://stream1.freetv.fun/ch-ng-cp-24-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/19/large/20220419221543946385_18.png,1.533,未分组,h264,1280x720,25.0,有音频,疑似假源,0.4792,True,True,1.0,0.0
[BD]cnn indonesia *id,https://stream1.freetv.fun/cnn-indonesia--id-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506173712756710_20.png,12.673,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]hgtv ===,https://stream1.freetv.fun/hgtv-3.ctv,网络源,https://epg.pw/media/images/channel/2016/10/07/large/20161007153647629307_20.png,0.903,未分组,h264,1920x1080,29.97002997002997,有音频,error,0.0,False,False,0,0
[BD]cctv15,https://stream1.freetv.fun/cctv15-65.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,8.671,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[HD]euronews[geo-blocked],https://stream1.freetv.fun/euronews-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220165831768637_33.jpg,13.108,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ช่อง golf channel,https://stream1.freetv.fun/ch-ng-golf-channel-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/13/large/20240313153240602039_65.png,1.676,未分组,h264,1280x720,25.0,有音频,疑似假源,0.4792,True,True,1.0,0.0
[HD]fxx *vp[geo-blocked],https://stream1.freetv.fun/fxx--vp-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060132501150_34.png,0.814,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]cctv2,https://stream1.freetv.fun/cctv2-51.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,0.861,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ช่อง disney xd,https://stream1.freetv.fun/ch-ng-disney-xd-1.m3u8,网络源,https://epg.pw/media/images/channel/2020/01/18/large/20200118220221148799_40.png,1.016,未分组,,,,无音频,疑似假源,0.4792,True,True,1.0,0.0
[BD]music channel,https://stream1.freetv.fun/music-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106151417112281_33.png,1.270,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]christian youth channel,https://stream1.freetv.fun/christian-youth-channel-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174038918186_33.png,0.804,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cinemax moviemax east *s[geo-blocked],https://stream1.freetv.fun/cinemax-moviemax-east--s-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/12/06/20151206122531576654_58.jpg,1.275,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]hbo east ==,https://stream1.freetv.fun/hbo-east-6.ctv,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020554404518_29.png,1.594,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv10[geo-blocked],https://stream1.freetv.fun/cctv10-62.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001612572151_13.png,1.743,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv17[geo-blocked],https://stream1.freetv.fun/cctv17-7.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001508671387_16.jpg,1.681,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]deluxe music winter time,https://stream1.freetv.fun/deluxe-music-winter-time-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/13/20140613202258799759_56.png,0.835,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv4[geo-blocked],https://stream1.freetv.fun/cctv4-5.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001925822086_33.png,1.860,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]disney channel,https://stream1.freetv.fun/disney-channel-31.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510162628655897_28.jpg,0.833,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]elta娛樂,https://stream1.freetv.fun/eltayu-le-15.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,1.003,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]mooz hits,https://stream1.freetv.fun/mooz-hits-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,14.690,未分组,h264,720x576,25.0,有音频,error,0.0,False,False,0,0
[BD]hits *4g,https://stream1.freetv.fun/hits--4g-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/06/11/large/20240611010918611570_10.jpg,0.991,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]beverly hills television 35 (720p),https://stream1.freetv.fun/beverly-hills-television-35-1.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/06/large/20190106152133298331_44.png,1.086,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5156,True,True,1.0,0.0
[HD]ny en español,https://stream1.freetv.fun/ny-en-espanol-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174411879285_41.png,1.438,未分组,h264,,,有音频,error,0.0,False,False,0,0
[BD]chc家庭影院[geo-blocked],https://stream1.freetv.fun/chcjia-ting-ying-yuan-22.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,1.106,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
[BD]cinema world,https://stream1.freetv.fun/cinema-world-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/03/large/20230603000625090581_44.png,1.434,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]elta娛樂,https://stream1.freetv.fun/eltayu-le-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,0.946,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]happy channel,https://stream1.freetv.fun/happy-channel-1.ctv,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,1.495,未分组,,,,无音频,疑似假源,0.6146,True,False,0.9688,0.0
[SD]cctv13,https://stream1.freetv.fun/cctv13-36.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001548035027_74.png,3.729,未分组,h264,960x540,25.0,有音频,疑似假源,0.5208,True,True,1.0,0.0
[BD]cctv9,https://stream1.freetv.fun/cctv9-37.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,1.344,未分组,,,,无音频,error,0.0,False,False,0,0
[VGA]arte network,https://stream1.freetv.fun/arte-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128060650320978_43.jpg,2.408,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]ictv,https://stream1.freetv.fun/ictv-2.ctv,网络源,https://epg.pw/media/images/channel/2022/11/24/large/20221124234759643697_22.png,0.840,未分组,,,,无音频,疑似假源,0.5,True,True,0.9948,0.0052
[BD]fusion tv,https://stream1.freetv.fun/fusion-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/25/large/20220425141945869569_85.jpg,3.490,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]frisbee[geo-blocked],https://stream1.freetv.fun/frisbee-2.m3u8,网络源,https://epg.pw/media/images/channel/2021/10/16/large/20211016152145055005_54.png,1.825,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv8[geo-blocked],https://stream1.freetv.fun/cctv8-41.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,0.900,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]haber türk,https://stream1.freetv.fun/haber-turk-2.m3u8,网络源,https://epg.pw/media/,0.926,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]xplore channel,https://stream1.freetv.fun/xplore-channel-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,0.852,未分组,,,,无音频,疑似假源,0.5573,True,True,1.0,0.0
[HD]reshet 13,https://stream1.freetv.fun/reshet-13-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2017/11/02/20171102113459482072_96.jpg,1.011,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]itv,https://stream1.freetv.fun/itv-5.m3u8,网络源,https://epg.pw/media/images/channel/2017/05/21/large/20170521223910040532_53.jpg,1.029,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]cctv9,https://stream1.freetv.fun/cctv9-43.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001710136564_30.png,1.198,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
[BD]cnn[geo-blocked],https://stream1.freetv.fun/cnn-4.ctv,网络源,https://epg.pw/media/images/channel/2019/01/13/large/20190113215800701920_63.jpg,0.830,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]france24 英文,https://stream1.freetv.fun/france24-ying-wen-8.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/23/large/20190123000221537322_24.png,0.811,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]digi 24,https://stream1.freetv.fun/digi-24-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319041601737247_31.png,0.820,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]chc家庭影院[geo-blocked],https://stream1.freetv.fun/chcjia-ting-ying-yuan-21.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,0.879,未分组,h264,1920x1080,28.0,有音频,疑似假源,0.5,True,True,1.0,0.0
[BD]deejay tv,https://stream1.freetv.fun/deejay-tv-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2014/08/27/20140827032242429447_24.jpg,0.829,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ช่อง fox sports racing,https://stream1.freetv.fun/ch-ng-fox-sports-racing-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/17/large/20240417173126365437_36.jpg,0.849,未分组,,,,无音频,疑似假源,0.4792,True,True,1.0,0.0
[HD]entella tv,https://stream1.freetv.fun/entella-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/04/04/large/20240404163520450680_81.png,0.863,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]cctv3,https://stream1.freetv.fun/cctv3-21.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,0.915,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]classica古典樂,https://stream1.freetv.fun/classicagu-dian-le-7.m3u8,网络源,https://epg.pw/media/images/channel/2017/11/23/large/20171123202358057725_47.png,0.856,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv8[geo-blocked],https://stream1.freetv.fun/cctv8-70.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,0.833,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]fashion tv[geo-blocked],https://stream1.freetv.fun/fashion-tv-13.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/25/large/20220425141945869569_85.jpg,0.841,未分组,,,,无音频,疑似假源,0.5417,True,True,1.0,0.0
[BD]gtv,https://stream1.freetv.fun/gtv-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/10/19/20151019150514143371_66.jpg,1.250,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]film 1 premiere netherlands =,https://stream1.freetv.fun/film-1-premiere-netherlands-3.ctv,网络源,https://epg.pw/media/,0.844,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv3[geo-blocked],https://stream1.freetv.fun/cctv3-62.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,0.842,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv12[geo-blocked],https://stream1.freetv.fun/cctv12-29.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001556307504_11.png,0.831,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]euronews[geo-blocked],https://stream1.freetv.fun/euronews-13.m3u8,网络源,https://epg.pw/media/images/channel/2022/04/19/large/20220419010749751376_23.png,11.346,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]htv3[geo-blocked],https://stream1.freetv.fun/htv3-2.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164537241164_30.png,0.824,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ctv news channel,https://stream1.freetv.fun/ctv-news-channel-1.ctv,网络源,https://epg.pw/media/images/channel/2022/03/04/large/20220304182551139789_85.png,0.834,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]cbs news,https://stream1.freetv.fun/cbs-news-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/21/large/20220921003134675689_79.png,0.813,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]canal 4 jujuy,https://stream1.freetv.fun/canal-4-jujuy-1.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/02/large/20211102205537119999_50.png,0.989,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]cctv1,https://stream1.freetv.fun/cctv1-28.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001359645907_15.png,1.002,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv第一剧场,https://stream1.freetv.fun/cctvdi-yi-ju-chang-15.m3u8,网络源,https://epg.pw/media/images/channel/2022/09/07/large/20220907150153591598_13.jpg,0.979,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cinema world,https://stream1.freetv.fun/cinema-world-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/03/large/20230603000625090581_44.png,0.794,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]fun探索娛樂,https://stream1.freetv.fun/funtan-suo-yu-le-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718012701691568_25.png,0.813,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv8,https://stream1.freetv.fun/cctv8-26.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001717964200_12.png,0.825,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ewtn[geo-blocked],https://stream1.freetv.fun/ewtn-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318090047293384_48.png,0.997,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]fox weather,https://stream1.freetv.fun/fox-weather-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/18/large/20220318085622677897_24.png,0.970,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]france24 英文,https://stream1.freetv.fun/france24-ying-wen-3.m3u8,网络源,https://epg.pw/media/images/channel/2019/01/23/large/20190123000221537322_24.png,0.802,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]chc家庭影院[geo-blocked],https://stream1.freetv.fun/chcjia-ting-ying-yuan-3.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720204118595367_23.png,0.811,未分组,,,,无音频,疑似假源,0.5,True,True,1.0,0.0
[BD]fox animation italia ==[geo-blocked],https://stream1.freetv.fun/fox-animation-italia-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220171733533933_48.jpg,1.870,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]trece,https://stream1.freetv.fun/trece-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/07/30/20150730231804405793_22.png,0.856,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]disney channel,https://stream1.freetv.fun/disney-channel-29.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/10/large/20220510162628655897_28.jpg,0.987,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv2,https://stream1.freetv.fun/cctv2-12.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001945876001_87.png,1.419,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]elta娛樂,https://stream1.freetv.fun/eltayu-le-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,0.963,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv15[geo-blocked],https://stream1.freetv.fun/cctv15-46.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001529466715_75.png,1.398,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]ช่อง dorcel club,https://stream1.freetv.fun/ch-ng-dorcel-club-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/02/20150202091657261430_91.png,0.831,未分组,,,,无音频,疑似假源,0.4792,True,True,1.0,0.0
[BD]cctv6[geo-blocked],https://stream1.freetv.fun/cctv6-30.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001735955364_69.png,0.827,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]channel 10,https://stream1.freetv.fun/channel-10-1.m3u8,网络源,https://epg.pw/media/,1.173,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cgtn,https://stream1.freetv.fun/cgtn-5.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2018/05/16/20180516070123835480_63.jpg,0.975,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]ginx esports tv,https://stream1.freetv.fun/ginx-esports-tv-14.m3u8,网络源,https://epg.pw/media/images/channel/2021/11/07/large/20211107010602834534_73.png,5.662,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]food network,https://stream1.freetv.fun/food-network-8.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/27/large/20220827225917116348_71.png,8.018,未分组,h264,1280x720,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
[BD]history hunters,https://stream1.freetv.fun/history-hunters-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/23/large/20220523014634644875_63.jpg,1.510,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv5 plus,https://stream1.freetv.fun/cctv5-plus-48.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001746078420_25.png,1.325,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]cctv3[geo-blocked],https://stream1.freetv.fun/cctv3-6.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125001936710108_56.png,1.864,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]fnx,https://stream1.freetv.fun/fnx-3.m3u8,网络源,https://epg.pw/media/images/channel/2020/02/29/large/20200229001608560661_60.png,1.991,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]euronews pt[geo-blocked],https://stream1.freetv.fun/euronews-pt-3.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/02/20/20150220165831768637_33.jpg,1.209,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]france 24 français,https://stream1.freetv.fun/france-24-francais-1.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/08/21/20150821104841185612_92.png,5.564,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[HD]horse and country,https://stream1.freetv.fun/horse-and-country-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/04/19/20150419153713628730_64.jpg,1.203,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]cnn brasil,https://stream1.freetv.fun/cnn-brasil-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020654244584_90.png,1.541,未分组,,,,无音频,error,0.0,False,False,0,0
