频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频,未通过信息,相似度,是否假源,是否轮回,轮回相似度,轮回波动
人在囧途之港囧,https://vip.ffzy-play7.com/20230112/11082_fde1a94d/index.m3u8,网络源,,2.059,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-13.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.263,未分组,h264,1920x1080,60.0,无音频,疑似假源,0.5417,True,True,1.0,0.0
1988年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5216575810935394655_hlsb.m3u8,网络源,,1.012,未分组,h264,640x480,25.0,有音频,疑似假源,0.5625,True,True,1.0,0.0
第一财经,http://satellitepull.cnr.cn/live/wx32dycjgb/playlist.m3u8,网络源,,3.099,未分组,,,,有音频,error,0.0,False,False,0,0
2004年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/21/BMjAyMzAxMTMyMTE4MzRfNDAzMDAxOTlfOTM1MDY4ODIxOTVfMF8z_b_B86c4430b82ff5a7f4e8132f6ee558536.mp4,网络源,,1.005,未分组,h264,982x720,24.99982550672846,有音频,疑似假源,0.5208,True,True,1.0,0.0
1987年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5195746663405928031_hlsb.m3u8,网络源,,0.870,未分组,h264,640x480,25.0,有音频,疑似假源,0.5885,True,True,1.0,0.0
[BD]к2,https://stream1.freetv.fun/k2-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129014127831918_94.png,2.577,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.5,True,True,0.9958,0.0051
[BD]перший,https://stream1.freetv.fun/pershii-3.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601223020220468_59.png,2.451,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.5,True,True,0.9938,0.0051
1989年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5194620763762726260_hlsb.m3u8,网络源,,1.132,未分组,h264,640x480,25.0,有音频,疑似假源,0.5833,True,True,1.0,0.0
[HD]云南影视,https://stream1.freetv.fun/yun-nan-ying-shi-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531145247906980_49.jpg,4.805,未分组,h264,1280x720,25.0,有音频,疑似假源,0.6458,True,True,1.0,0.0
2008年春晚,https://txmov2.a.kwimgs.com/bs3/video-hls/5210946337266019890_hlshd15.m3u8,网络源,,0.449,未分组,hevc,786x576,25.0,有音频,疑似假源,0.5365,True,True,1.0,0.0
[BD]перший,https://stream1.freetv.fun/pershii-4.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2014/06/01/20140601223020220468_59.png,2.534,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.4896,True,True,0.9958,0.0051
[BD]zoom,https://stream1.freetv.fun/zoom-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,2.558,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.4896,True,True,0.9958,0.0051
[BD]岭南戏曲,https://stream1.freetv.fun/ling-nan-xi-qu-2.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114131157979340_60.png,6.743,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-15.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.116,未分组,h264,1920x1080,60.0,无音频,疑似假源,0.5417,True,True,1.0,0.0
[BD]电影,https://stream1.freetv.fun/dian-ying-99.m3u8,网络源,https://epg.pw/media/,8.300,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]浙江卫视[geo-blocked],https://stream1.freetv.fun/zhe-jiang-wei-shi-107.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/11/large/20240311112431672505_47.png,0.993,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]云南卫视,https://stream1.freetv.fun/yun-nan-wei-shi-22.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/31/large/20220531145024469645_82.jpg,1.309,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]翡翠[geo-blocked],https://stream1.freetv.fun/fei-cui-4.ctv,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720173151124119_90.png,1.153,未分组,h264,1920x1080,60.0,无音频,疑似假源,0.5417,True,True,1.0,0.0
北京纪实科教8K,https://gdcucc.v1.mk/gdcucc/brtv8k.m3u8,网络源,,0.379,未分组,,,,无音频,error,0.0,False,False,0,0
[SD]kvn tv,https://stream1.freetv.fun/kvn-tv-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020558784106_11.png,5.047,未分组,h264,720x576,25.0,有音频,error,0.0,False,False,0,0
四海钓鱼,http://120.76.248.139/live/bfgd/4200000229.m3u8,网络源,,3.077,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]к2,https://stream1.freetv.fun/k2-2.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/29/20170129014127831918_94.png,2.585,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.4896,True,True,0.9938,0.0051
[HD]ช่อง usa network,https://stream1.freetv.fun/ch-ng-usa-network-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020311345024_21.png,1.558,未分组,h264,1280x720,25.0,有音频,疑似假源,0.4792,True,True,1.0,0.0
[BD]дом,https://stream1.freetv.fun/dom-1.ctv,网络源,https://epg.pw/media/uploads/tmp_logo/2017/01/22/20170122173455996757_36.png,2.554,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.5,True,True,0.9979,0.0042
兵团五师双河影,https://liveout.btzx.com.cn/62ds9e/6o77s4.m3u8?zxinjd,网络源,,5.617,未分组,h264,720x480,25.0,有音频,疑似假源,0.5,True,True,0.9983,0.0025
飞碟之谜01,https://hls.cntv.lxdns.com/asp/hls/2000/0303000a/3/default/f0a47e155d32450daa1d36a04fd7d262/2000.m3u8,网络源,,3.327,未分组,h264,480x270,25.0,有音频,疑似假源,0.5,True,True,1.0,0.0
[BD]东方卫视 8m1080,https://stream1.freetv.fun/dong-fang-wei-shi--8m1080-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010227137581_33.jpg,3.789,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]广东综艺,https://stream1.freetv.fun/yan-dong-zong-yi-7.ctv,网络源,https://epg.pw/media/images/channel/2023/07/19/large/20230719064646595865_81.jpg,6.364,未分组,hevc,3840x2160,25.0,有音频,error,0.0,False,False,0,0
飞碟之谜02,https://newcntv.qcloudcdn.com/asp/hls/2000/0303000a/3/default/d2454bbb542d4613a9db478dab2addfd/2000.m3u8,网络源,,4.403,未分组,h264,480x270,25.0,有音频,疑似假源,0.5729,True,True,1.0,0.0
[BD]zoom,https://stream1.freetv.fun/zoom-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164604570567_51.png,2.611,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.5,True,True,0.9958,0.0051
[BD]岭南戏曲,https://stream1.freetv.fun/ling-nan-xi-qu-7.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114131157979340_60.png,7.026,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
乐家购物,http://112.46.105.20:8009/hls/23/index.m3u8,网络源,,2.703,未分组,h264,720x576,50.0,有音频,error,0.0,False,False,0,0
[VGA]黑龙江哈尔滨都市资讯,https://stream1.freetv.fun/hei-long-jiang-ha-er-bin-du-shi-zi-xun-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/10/24/large/20221024220307974062_61.jpg,5.816,未分组,h264,640x480,25.0,有音频,疑似假源,0.8542,True,True,1.0,0.0
[BD]us usa network,https://stream1.freetv.fun/us-usa-network-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/27/large/20220527020311345024_21.png,0.759,未分组,h264,960x540,29.97002997002997,有音频,error,0.0,False,False,0,0
农林卫视,http://8.138.7.223/【公众号：榴芒电视】/农林卫视.m3u8,网络源,,6.236,未分组,,,,无音频,error,0.0,False,False,0,0
2005年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyMzhfMF8z_b_B35ad7cc86aec8fc9e5ddfb31fc7bed63.mp4,网络源,,1.604,未分组,h264,982x720,24.999565772447394,有音频,疑似假源,0.5208,True,True,1.0,0.0
活佛济公3,http://www.douzhicloud.site:35455/huya/23903123,网络源,,1.984,未分组,h264,1280x720,30.0,有音频,error,0.0,False,False,0,0
1993年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYwODJfMF8z_b_B647d10e431b4cc5e48e6c77347d69021.mp4,网络源,,2.205,未分组,h264,982x720,24.999840436056346,有音频,疑似假源,0.4948,True,True,1.0,0.0
[BD]四川卫视[geo-blocked],https://stream1.freetv.fun/si-chuan-wei-shi-47.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/28/large/20220528220452110808_30.jpg,18.139,未分组,,,,无音频,error,0.0,False,False,0,0
鉴证实录,http://www.douzhicloud.site:35455/huya/23903183,网络源,,2.165,未分组,h264,1920x1038,25.0,有音频,error,0.0,False,False,0,0
CCTV1,http://8.138.7.223/【公众号：榴芒电视】/cctv1.m3u8,网络源,,1.938,未分组,,,,无音频,error,0.0,False,False,0,0
登封综合,http://live.dxhmt.cn:9081/tv/10185-1.m3u8,网络源,,5.780,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
扫黄先锋,http://www.douzhicloud.site:35455/huya/29465855,网络源,,1.924,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
强森电影,https://live.ottiptv.cc/huya/21059581,网络源,,3.989,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
[BD]广东民生[geo-blocked],https://stream1.freetv.fun/yan-dong-min-sheng-12.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114130544678105_94.png,6.150,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]浙江｜上虞新闻综合,https://stream1.freetv.fun/zhe-jiang--shang-yu-xin-wen-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/10/13/large/20231013202735777838_86.png,3.406,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.5052,True,False,0.7906,0.2543
[BD]fashion tv africa[geo-blocked],https://stream1.freetv.fun/fashion-tv-africa-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506174940484793_35.png,1.785,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.5156,True,True,1.0,0.0
[HD]viasat sport,https://stream1.freetv.fun/viasat-sport-3.ctv,网络源,https://epg.pw/media/,2.152,未分组,h264,1600x1058,30.0,有音频,疑似假源,0.474,True,True,1.0,0.0
妙手仁心,http://www.douzhicloud.site:35455/huya/29465853,网络源,,1.668,未分组,,,,无音频,error,0.0,False,False,0,0
陕西秦腔,http://112.46.105.20:8009/hls/22/index.m3u8,网络源,,11.979,未分组,h264,720x576,50.0,有音频,error,0.0,False,False,0,0
枪战电影,https://live.ottiptv.cc/huya/21059579,网络源,,1.223,未分组,h264,1280x720,30.0,有音频,error,0.0,False,False,0,0
[SD]amedia 1,https://stream1.freetv.fun/amedia-1-5.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2015/03/19/20150319035456781661_69.png,5.527,未分组,h264,720x576,25.0,有音频,error,0.0,False,False,0,0
[BD]岭南戏曲,https://stream1.freetv.fun/ling-nan-xi-qu-1.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114131157979340_60.png,6.581,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
寒战,https://vip.ffzy-play6.com/20221019/157_bf0740ee/index.m3u8,网络源,,1.724,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]-汕头生活[geo-blocked],https://stream1.freetv.fun/shan-tou-sheng-huo-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/10/07/large/20231007180745847184_87.jpg,4.715,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.4896,True,True,1.0,0.0
郏县综合,http://live.dxhmt.cn:9081/tv/10425-1.m3u8,网络源,,7.043,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
2006年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQyNzlfMF8z_b_Bbc3703fc331dc994c50859c19aad28ff.mp4,网络源,,1.162,未分组,h264,786x576,24.999915277787192,有音频,疑似假源,0.5156,True,True,1.0,0.0
[VGA]电影[geo-blocked],https://stream1.freetv.fun/dian-ying-40.m3u8,网络源,https://epg.pw/media/,6.144,未分组,h264,1280x720,25.0,有音频,error,0.0,False,False,0,0
西游记2,http://live.ottiptv.cc/huya/29465859,网络源,,1.867,未分组,h264,848x476,30.0,有音频,error,0.0,False,False,0,0
野蛮亲家,http://www.douzhicloud.site:35455/huya/23863796,网络源,,1.623,未分组,,,,无音频,error,0.0,False,False,0,0
车迷频道,http://120.76.248.139/live/bfgd/4200000146.m3u8,网络源,,0.627,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]嘉佳卡通,https://stream1.freetv.fun/jia-jia-qia-tong-4.ctv,网络源,https://epg.pw/media/images/channel/2024/01/14/large/20240114130936768099_46.png,6.166,未分组,,,,无音频,error,0.0,False,False,0,0
1994年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/22/BMjAyMzAxMTMyMjEwMDNfNDAzMDAxOTlfOTM1MTIzMzYxMjNfMF8z_b_B3dde97f36273f04403d4dc5eec611a35.mp4,网络源,,1.559,未分组,h264,982x720,24.99986249608114,有音频,疑似假源,0.5417,True,True,1.0,0.0
[BD]湖北卫视 8m1080,https://stream1.freetv.fun/hu-bei-wei-shi--8m1080-1.m3u8,网络源,https://epg.pw/media/images/channel/2017/01/08/large/20170108220858481970_23.jpg,3.658,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
拆弹专家1,https://vip.ffzy-online.com/20221015/719_80ff87c2/index.m3u8,网络源,,1.740,未分组,,,,无音频,error,0.0,False,False,0,0
[HD]萍乡综合[geo-blocked],https://stream1.freetv.fun/ping-xiang-zong-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722142334849592_62.png,2.430,未分组,,,,无音频,error,0.0,False,False,0,0
拆弹专家2,https://vip.ffzy-online.com/20221015/722_e32c42bc/index.m3u8,网络源,,1.762,未分组,,,,无音频,error,0.0,False,False,0,0
CCTV7,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8,网络源,,7.027,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]广东少儿,https://stream1.freetv.fun/yan-dong-shao-er-8.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721133553685102_74.png,6.120,未分组,,,,无音频,error,0.0,False,False,0,0
陕西银龄,http://112.46.105.20:8009/hls/20/index.m3u8,网络源,,6.983,未分组,h264,720x576,50.0,有音频,error,0.0,False,False,0,0
我不是药神,https://vip.ffzy-play1.com/20221018/478_c3afed66/index.m3u8,网络源,,1.725,未分组,,,,无音频,error,0.0,False,False,0,0
宇宙科幻合集,https://live.ottiptv.cc/huya/11342428,网络源,,4.181,未分组,,,,无音频,error,0.0,False,False,0,0
宜阳综合,http://live.dxhmt.cn:9081/tv/10327-1.m3u8,网络源,,3.590,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]深圳都市,https://stream1.freetv.fun/shen-zhen-du-shi-1.ctv,网络源,https://epg.pw/media/images/channel/2022/05/19/large/20220519234446820820_32.jpg,6.828,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
武侠电影,https://live.ottiptv.cc/huya/11342427,网络源,,3.142,未分组,,,,无音频,error,0.0,False,False,0,0
[BD]ช่อง 澳視體育,https://stream1.freetv.fun/ch-ng-ao-shi-ti-yu-1.m3u8,网络源,https://epg.pw/media/images/channel/2016/07/19/large/20160719143523253830_24.png,4.175,未分组,h264,1920x1080,25.0,有音频,疑似假源,0.5104,True,True,1.0,0.0
[BD]广东少儿,https://stream1.freetv.fun/yan-dong-shao-er-14.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721133553685102_74.png,6.911,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]重庆科教高清[geo-blocked],https://stream1.freetv.fun/zhong-qing-ke-jiao-gao-qing-1.ctv,网络源,https://epg.pw/media/images/channel/2024/07/29/large/20240729020024729385_11.jpg,3.632,未分组,h264,1920x1080,30.0,有音频,疑似假源,0.5365,True,True,1.0,0.0
[BD]now sports premier league 3,https://stream1.freetv.fun/now-sports-premier-league-3-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722210240056560_16.png,13.874,未分组,h264,1920x1080,50.0,有音频,疑似假源,0.5156,True,True,1.0,0.0
[BD]重庆卫视[geo-blocked],https://stream1.freetv.fun/zhong-qing-wei-shi-94.m3u8,网络源,https://epg.pw/media/images/channel/2024/03/11/large/20240311111314058451_54.png,1.169,未分组,,,,无音频,error,0.0,False,False,0,0
2007年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQzMjNfMF8z_b_B00b069c7899976459ceeaa99353dfefe.mp4,网络源,,1.338,未分组,h264,982x720,24.999814593700634,有音频,疑似假源,0.5156,True,True,1.0,0.0
1995年春晚,https://alimov2.a.kwimgs.com/upic/2023/01/13/20/BMjAyMzAxMTMyMDA5MjJfNDAzMDAxOTlfOTM0OTkwNDQwNzVfMF8z_b_B811c0dec6b9a3d3074a18522c185010a.mp4,网络源,,1.409,未分组,h264,982x720,24.999852125255824,有音频,疑似假源,0.5208,True,True,1.0,0.0
[BD]佛山公共,https://stream1.freetv.fun/fo-shan-gong-gong-6.ctv,网络源,https://epg.pw/media/images/channel/2022/06/11/large/20220611224108495634_55.jpg,6.875,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
[BD]广东经济科教,https://stream1.freetv.fun/yan-dong-jing-ji-ke-jiao-15.ctv,网络源,https://epg.pw/media/images/channel/2024/01/11/large/20240111224501741507_16.png,6.208,未分组,h264,1920x1080,25.0,有音频,error,0.0,False,False,0,0
