频道名,地址,来源,图标,检测时间,分组,视频编码,分辨率,帧率,音频
[BD]民視台灣,https://stream1.freetv.fun/min-shi-tai-wan-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151611469778_92.png,5.125,未分组,h264,1920x1080,30.0,有音频
[BD]台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,1.701,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]東森財經新聞,https://stream1.freetv.fun/dong-sen-cai-jing-xin-wen-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126212851373992_22.jpg,5.608,未分组,h264,1920x1080,30.0,有音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-10.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,5.331,未分组,h264,1920x1080,30.0,有音频
[BD]台视新闻,https://stream1.freetv.fun/tai-shi-xin-wen-17.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724094914581648_75.png,4.096,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]壹新聞[geo-blocked],https://stream1.freetv.fun/yi-xin-wen-2.ctv,网络源,https://epg.pw/media/images/channel/2016/12/24/large/20161224235554075606_20.png,5.468,未分组,,,,无音频
[BD]華視,https://stream1.freetv.fun/hua-shi-12.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,2.686,未分组,h264,1920x1080,30.0,有音频
[BD]elta娛樂,https://stream1.freetv.fun/650cf44c93aa3eff743b37a8a76eb6284665841d09a1e9162598ffb581a33dd3.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,6.442,未分组,h264,1920x1080,30.0,有音频
[BD]中視新聞[geo-blocked],https://stream1.freetv.fun/zhong-shi-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,3.677,未分组,h264,1920x1080,30.0,有音频
[BD]龍華偶像[geo-blocked],https://stream1.freetv.fun/long-hua-ou-xiang-1.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162628265986_92.jpg,6.748,未分组,h264,1920x1080,30.0,有音频
[BD]靖天映畫,https://stream1.freetv.fun/jing-tian-ying-hua-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211824734749_31.png,1.930,未分组,h264,1280x720,25.0,有音频
[BD]靖天育樂,https://stream1.freetv.fun/jing-tian-yu-le-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211234557699_27.png,3.785,未分组,h264,1920x1080,30.0,有音频
[BD]客家電視,https://stream1.freetv.fun/ke-jia-dian-shi-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/17/large/20230717235131193152_90.png,4.709,未分组,h264,1920x1080,30.0,有音频
[HD]东森新闻 *c[geo-blocked],https://stream1.freetv.fun/dong-sen-xin-wen---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105958907992_29.png,1.335,未分组,h264,1280x720,25.0,有音频
[BD]global trekker,https://stream1.freetv.fun/c22d5867e7fcf3b5a13cf90a7f6423dcadd9f2a3b768e758b352ab3fb04d9c54.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010810817531_37.jpeg,10.366,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇新聞,https://stream1.freetv.fun/huan-yu-xin-wen-7.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,3.930,未分组,h264,1920x1080,30.0,有音频
[BD]寰宇財經[geo-blocked],https://stream1.freetv.fun/huan-yu-cai-jing-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720210902132399_36.png,6.143,未分组,h264,1920x1080,30.0,有音频
[HD]smithsonian channel selects[geo-blocked],https://stream1.freetv.fun/smithsonian-channel-selects-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010539122476_41.jpeg,1.240,未分组,h264,426x240,30.0,有音频
[BD]mezzo live,https://stream1.freetv.fun/mezzo-live-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814094908863860_80.png,2.718,未分组,h264,1280x720,30.0,有音频
[BD]博斯無限i,https://stream1.freetv.fun/bo-si-wu-xian-i-3.m3u8,网络源,https://epg.pw/media/images/channel/2016/12/23/large/20161223152025478432_98.jpg,7.742,未分组,h264,1920x1080,30.0,有音频
[BD]中天新聞,https://stream1.freetv.fun/zhong-tian-xin-wen-12.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,3.992,未分组,h264,1920x1080,30.0,有音频
[BD]靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211529385804_31.png,7.613,未分组,h264,1920x1080,30.0,有音频
[VGA]龙华戏剧 *c[geo-blocked],https://stream1.freetv.fun/long-hua-xi-ju---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170326264507_47.png,1.266,未分组,h264,1280x720,25.0,有音频
[BD]大愛電視,https://stream1.freetv.fun/da-ai-dian-shi-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122130613801542_95.jpg,4.407,未分组,h264,1920x1080,30.0,有音频
[BD]台視新聞,https://stream1.freetv.fun/tai-shi-xin-wen-12.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,1.891,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]大愛二,https://stream1.freetv.fun/da-ai-er-2.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122132027545644_22.png,4.773,未分组,h264,1920x1080,30.0,有音频
[BD]台灣戲劇,https://stream1.freetv.fun/tai-wan-xi-ju-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222715150771_24.png,8.779,未分组,h264,1920x1080,30.0,有音频
[VGA]light channel,https://stream1.freetv.fun/5d64a95916ea7d10d9e0131f315c3a63290b4002735e5e0d8eeff83e3e56e996.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.012,未分组,h264,852x480,25.0,有音频
[BD]寰宇新聞台灣[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-tai-wan-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134538350977_27.png,6.893,未分组,h264,1920x1080,30.0,有音频
[BD]台視新聞[geo-blocked],https://stream1.freetv.fun/tai-shi-xin-wen-6.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122123940121042_91.png,9.275,未分组,h264,1920x1080,30.0,有音频
[BD]eltv生活英語,https://stream1.freetv.fun/fc467ea097b40dd85b31823b16c1fa779585bca329f9f7ba5b0e7e24bea56c9d.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718011639702320_80.jpg,5.114,未分组,h264,1920x1080,30.0,有音频
[BD]經典卡通,https://stream1.freetv.fun/jing-dian-qia-tong-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010456512902_79.jpg,4.112,未分组,h264,1920x1080,30.0,有音频
[BD]中天娱乐,https://stream1.freetv.fun/zhong-tian-yu-le-2.ctv,网络源,https://epg.pw/media/images/channel/2016/01/14/large/20160114210645647968_28.jpg,17.669,未分组,hevc,1920x1080,30.0,有音频
[BD]寰宇新聞,https://stream1.freetv.fun/huan-yu-xin-wen-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,3.128,未分组,h264,1920x1080,30.0,有音频
[BD]三立inews,https://stream1.freetv.fun/san-li-inews-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,8.806,未分组,h264,1920x1080,29.97002997002997,有音频
[VGA]light channel,https://stream1.freetv.fun/4d43f74b462cde582244f95ac7b0ea8a00032379ee49c7e786b9b06cbc7669fd.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/06/large/20220806161730161952_53.jpg,3.664,未分组,h264,852x480,25.0,有音频
[BD]博斯運動ii,https://stream1.freetv.fun/bo-si-yun-dong-ii-2.m3u8,网络源,https://epg.pw/media/images/channel/2016/12/31/large/20161231221553445439_57.jpg,4.469,未分组,h264,1920x1080,30.0,有音频
[BD]年代新聞[geo-blocked],https://stream1.freetv.fun/nian-dai-xin-wen-5.ctv,网络源,https://epg.pw/media/img/logo/2013/10/30/8889e6b27f2bf5143f6c0f3b0ec452f6.jpg,5.490,未分组,,,,无音频
[BD]寰宇新聞,https://stream1.freetv.fun/huan-yu-xin-wen-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,5.595,未分组,h264,1920x1080,30.0,有音频
[BD]民視綜藝,https://stream1.freetv.fun/min-shi-zong-yi-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223807030725_31.png,5.008,未分组,h264,1920x1080,30.0,有音频
[BD]靖天歡樂,https://stream1.freetv.fun/jing-tian-huan-le-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211755214321_72.png,3.958,未分组,h264,1920x1080,30.0,有音频
[BD]華視 *wj,https://stream1.freetv.fun/hua-shi---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2016/12/24/large/20161224233801697871_73.jpg,1.764,未分组,h264,1280x720,25.0,有音频
[BD]博斯高球ii,https://stream1.freetv.fun/bo-si-gao-qiu-ii-3.m3u8,网络源,https://epg.pw/media/img/logo/2013/10/30/b6b542af76a22d8bb07bcf8a92aa155f.jpg,6.357,未分组,h264,1920x1080,30.0,有音频
[BD]公視戲劇,https://stream1.freetv.fun/gong-shi-xi-ju-5.m3u8,网络源,https://epg.pw/media/images/channel/2021/01/11/large/20210111204548266167_97.png,3.221,未分组,h264,1920x1080,30.0,有音频
[BD]三立綜合合,https://stream1.freetv.fun/san-li-zong-he-he-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172453389269_45.png,1.689,未分组,h264,1280x720,25.0,有音频
[BD]好消息[geo-blocked],https://stream1.freetv.fun/hao-xiao-xi-9.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210954040708_43.jpg,5.437,未分组,h264,1920x1080,30.0,有音频
[BD]時尚運動x,https://stream1.freetv.fun/shi-shang-yun-dong-x-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,5.644,未分组,h264,1280x720,30.0,有音频
[BD]經典卡通,https://stream1.freetv.fun/jing-dian-qia-tong-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/06/05/large/20230605010456512902_79.jpg,4.596,未分组,h264,1920x1080,30.0,有音频
[BD]cctv-4k[geo-blocked],https://stream1.freetv.fun/b9a2e767d016105572cd8746a02687121eff29c306eeb922ff2feab8b7286e4c.ctv,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055421788601_18.png,4.333,未分组,h264,1920x1080,30.0,有音频
[BD]ci罪案偵查,https://stream1.freetv.fun/296874586089a32867ccef4b3916017ddbaba1221cd0cc08394cd9106d9fc2d6.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/15/large/20240815084029161086_67.png,5.355,未分组,h264,1920x1080,30.0,有音频
[BD]靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211600121903_76.png,6.146,未分组,h264,1920x1080,30.0,有音频
[BD]民視[geo-blocked],https://stream1.freetv.fun/min-shi-3.ctv,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127000500162147_91.jpg,5.612,未分组,,,,无音频
[BD]龍華電影,https://stream1.freetv.fun/long-hua-dian-ying-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170416278600_34.png,4.098,未分组,h264,1920x1080,30.0,有音频
[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,5.742,未分组,h264,1920x1080,30.0,有音频
[BD]民視綜藝,https://stream1.freetv.fun/min-shi-zong-yi-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223807030725_31.png,5.270,未分组,h264,1920x1080,30.0,有音频
[BD]中天綜合 *wj,https://stream1.freetv.fun/zhong-tian-zong-he---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2019/01/15/large/20190115233042115640_98.jpg,1.401,未分组,h264,1280x720,25.0,有音频
[BD]華視,https://stream1.freetv.fun/hua-shi-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,5.609,未分组,,,,无音频
[BD]中視,https://stream1.freetv.fun/zhong-shi-13.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126214137329410_57.jpg,1.268,未分组,h264,1280x720,25.0,有音频
[BD]影迷數位電影,https://stream1.freetv.fun/ying-mi-shu-wei-dian-ying-3.m3u8,网络源,https://epg.pw/media/images/channel/2025/08/01/large/20250801024940463178_43.jpeg,4.202,未分组,h264,1920x1080,30.0,有音频
[BD]民視綜藝,https://stream1.freetv.fun/min-shi-zong-yi-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223807030725_31.png,1.312,未分组,h264,1280x720,25.0,有音频
[BD]靖天國際,https://stream1.freetv.fun/jing-tian-guo-ji-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211901276301_20.png,10.713,未分组,h264,1920x1080,30.0,有音频
[BD]民視旅遊,https://stream1.freetv.fun/min-shi-lu-you-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223228622836_46.png,5.343,未分组,h264,1920x1080,30.0,有音频
[BD]三立inews[geo-blocked],https://stream1.freetv.fun/san-li-inews-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/27/large/20221127005733419108_21.jpg,5.456,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211720021890_59.png,6.048,未分组,h264,1920x1080,30.0,有音频
[BD]緯來日本[geo-blocked],https://stream1.freetv.fun/wei-lai-ri-ben-3.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126210817982613_24.jpg,5.475,未分组,,,,无音频
[BD]sbn全球財經,https://stream1.freetv.fun/sbnquan-qiu-cai-jing-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803173317073273_59.jpg,1.496,未分组,h264,1280x720,25.0,有音频
[BD]靖天國際,https://stream1.freetv.fun/jing-tian-guo-ji-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211901276301_20.png,5.105,未分组,h264,1920x1080,30.0,有音频
[BD]龍華經典[geo-blocked],https://stream1.freetv.fun/long-hua-jing-dian-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170642383978_17.png,6.871,未分组,h264,1920x1080,30.0,有音频
[BD]3说电影,https://stream1.freetv.fun/c5a2f22ff0bb436d059bd549c693d5d96b0194cacca05be90b0815202ab6b291.ctv,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222702096387_48.png,7.190,未分组,h264,1920x1080,30.0,有音频
[BD]國會 2,https://stream1.freetv.fun/guo-hui--2-5.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/13/large/20220513171909653190_67.jpg,2.996,未分组,h264,1280x720,30.0,有音频
[BD]龍華日韓[geo-blocked],https://stream1.freetv.fun/long-hua-ri-han-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,5.498,未分组,h264,1920x1080,30.0,有音频
[BD]龍華卡通,https://stream1.freetv.fun/long-hua-qia-tong-1.m3u8,网络源,https://epg.pw/media/images/channel/2024/08/14/large/20240814095345451215_38.png,3.206,未分组,h264,1280x720,30.0,有音频
[BD]momo親子,https://stream1.freetv.fun/momoqin-zi-5.ctv,网络源,https://epg.pw/media/img/logo/2013/10/30/bda3f89bec11e28ca511fc0f90e21ab3.jpg,5.599,未分组,,,,无音频
[BD]龍華洋片[geo-blocked],https://stream1.freetv.fun/long-hua-yang-pian-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126162837055899_54.jpg,5.238,未分组,h264,1920x1080,30.0,有音频
[HD]tvbs新闻 *c[geo-blocked],https://stream1.freetv.fun/tvbsxin-wen---c-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055934838968_50.png,1.406,未分组,h264,1280x720,25.0,有音频
[BD]elta娛樂,https://stream1.freetv.fun/187c9d39095c0c66fa50cb2a86fab75863d1906cefd9b12dff165153bd15b14f.m3u8,网络源,https://epg.pw/media/images/channel/2022/08/03/large/20220803160524435551_37.jpg,5.499,未分组,h264,1920x1080,30.0,有音频
[SD]lifetime(tw)---,https://stream1.freetv.fun/6c5a31a5822534ace10be414e1bb152aa8c22445050ef08d62aed380739f448a.ctv,网络源,https://epg.pw/media/images/channel/2024/04/28/large/20240428174927817268_88.png,1.814,未分组,h264,960x540,29.97002997002997,有音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-14.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,4.110,未分组,h264,1920x1080,30.0,有音频
[BD]龍華日韓劇[geo-blocked],https://stream1.freetv.fun/long-hua-ri-han-ju-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,1.264,未分组,h264,1280x720,25.0,有音频
[BD]纬来体育,https://stream1.freetv.fun/wei-lai-ti-yu-10.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105618864183_26.png,16.417,未分组,hevc,1920x1080,30.0,有音频
[BD]民視第一,https://stream1.freetv.fun/min-shi-di-yi-6.m3u8,网络源,https://epg.pw/media/images/channel/2022/03/23/large/20220323172047199293_67.png,4.751,未分组,h264,1920x1080,30.0,有音频
[BD]博斯运动 *c[geo-blocked],https://stream1.freetv.fun/bo-si-yun-dong---c-1.ctv,网络源,https://epg.pw/media/images/channel/2016/12/31/large/20161231221553445439_57.jpg,1.270,未分组,h264,1280x720,25.0,有音频
[BD]寰宇新聞[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134624405697_90.png,1.086,未分组,h264,1280x720,25.0,有音频
[BD]三立戲劇 *wj,https://stream1.freetv.fun/san-li-xi-ju---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172523829915_30.png,1.302,未分组,h264,1280x720,25.0,有音频
[BD]台視新聞 *wj,https://stream1.freetv.fun/tai-shi-xin-wen---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724094914581648_75.png,1.314,未分组,h264,1280x720,25.0,有音频
[BD]tvbs綜藝,https://stream1.freetv.fun/tvbszong-yi-2.m3u8,网络源,https://epg.pw/media/images/channel/2024/01/02/large/20240102024504364874_25.png,5.694,未分组,h264,1920x1080,30.0,有音频
[BD]民視台灣,https://stream1.freetv.fun/min-shi-tai-wan-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724151611469778_92.png,4.909,未分组,h264,1920x1080,30.0,有音频
[BD]非凡新聞 *wj,https://stream1.freetv.fun/fei-fan-xin-wen---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2016/06/17/large/20160617165249161501_56.png,1.552,未分组,h264,1280x720,25.0,有音频
[BD]經典電影,https://stream1.freetv.fun/jing-dian-dian-ying-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/04/28/large/20230428003944893108_94.jpg,7.301,未分组,h264,1920x1080,30.0,有音频
[BD]東森新聞,https://stream1.freetv.fun/dong-sen-xin-wen-1.m3u8,网络源,https://epg.pw/media/,6.107,未分组,h264,1920x1080,30.0,有音频
[BD]靖天電影,https://stream1.freetv.fun/jing-tian-dian-ying-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211600121903_76.png,6.017,未分组,h264,1920x1080,30.0,有音频
[HD]delta tv,https://stream1.freetv.fun/1a8af234f3f251464bf680633e348eb6d051897aa1bede24cd85425aa9cbe46f.m3u8,网络源,https://epg.pw/media/images/channel/2025/01/25/large/20250125055529748409_19.png,2.269,未分组,h264,1280x720,25.0,有音频
[BD]love nature,https://stream1.freetv.fun/love-nature-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/02/05/large/20230205151332194260_50.jpg,4.283,未分组,h264,1920x1080,30.0,有音频
[HD]中天亚洲,https://stream1.freetv.fun/zhong-tian-ya-zhou-8.ctv,网络源,https://epg.pw/media/images/channel/2025/01/31/large/20250131032139085563_41.png,15.935,未分组,h264,1280x720,30.0,有音频
[BD]大愛二,https://stream1.freetv.fun/da-ai-er-4.m3u8,网络源,https://epg.pw/media/uploads/tmp_logo/2016/11/22/20161122132027545644_22.png,3.520,未分组,h264,1920x1080,30.0,有音频
[BD]八大綜藝,https://stream1.freetv.fun/ba-da-zong-yi-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,5.572,未分组,h264,1920x1080,30.0,有音频
[BD]靖天戲劇,https://stream1.freetv.fun/jing-tian-xi-ju-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211720021890_59.png,3.507,未分组,h264,1920x1080,30.0,有音频
[BD]global trekker,https://stream1.freetv.fun/943d2e4fcdc909d16fc64c4992f7444d491f3a2e1be71635c0d3ae7714fc21af.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/03/large/20230703010810817531_37.jpeg,3.957,未分组,h264,1920x1080,30.0,有音频
[BD]东森戏剧 *c[geo-blocked],https://stream1.freetv.fun/dong-sen-xi-ju---c-1.ctv,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126213003695910_75.jpg,1.324,未分组,h264,1280x720,25.0,有音频
[BD]靖洋戲劇,https://stream1.freetv.fun/jing-yang-xi-ju-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711224936326578_83.jpg,7.698,未分组,h264,1920x1080,30.0,有音频
[BD]pet club tv,https://stream1.freetv.fun/pet-club-tv-2.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210221839864411_20.png,4.156,未分组,h264,1920x1080,25.0,有音频
[HD]三立综合 *c[geo-blocked],https://stream1.freetv.fun/san-li-zong-he---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172453389269_45.png,1.271,未分组,h264,1280x720,25.0,有音频
[BD]八大精彩,https://stream1.freetv.fun/ba-da-jing-cai-5.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/18/large/20230718002502772228_50.png,1.522,未分组,h264,1280x720,25.0,有音频
[BD]華視,https://stream1.freetv.fun/hua-shi-14.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164257585081_80.png,5.131,未分组,h264,1920x1080,30.0,有音频
[HD]寰宇新闻 *c[geo-blocked],https://stream1.freetv.fun/huan-yu-xin-wen---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724134652233694_13.png,2.234,未分组,h264,1280x720,25.0,有音频
[BD]龍華日韓,https://stream1.freetv.fun/long-hua-ri-han-1.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711230359148592_68.jpg,3.840,未分组,h264,1920x1080,30.0,有音频
[BD]三立都會[geo-blocked],https://stream1.freetv.fun/san-li-du-hui-5.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172206208974_98.png,5.472,未分组,,,,无音频
[SD]tvb asia,https://stream1.freetv.fun/tvb-asia-1.ctv,网络源,https://epg.pw/media/images/channel/2022/03/02/large/20220302213708363097_69.jpg,15.927,未分组,h264,960x540,25.0,有音频
[BD]緯來電影,https://stream1.freetv.fun/wei-lai-dian-ying-5.ctv,网络源,https://epg.pw/media/images/channel/2023/07/22/large/20230722105432854571_34.png,5.358,未分组,,,,无音频
[BD]八大綜藝,https://stream1.freetv.fun/ba-da-zong-yi-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/12/07/large/20231207033636715896_75.png,9.161,未分组,h264,1920x1080,30.0,有音频
[BD]三立戏剧 *c[geo-blocked],https://stream1.freetv.fun/san-li-xi-ju---c-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172523829915_30.png,1.314,未分组,h264,1280x720,25.0,有音频
[BD]三立綜合合,https://stream1.freetv.fun/san-li-zong-he-he-2.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172453389269_45.png,7.349,未分组,h264,1920x1080,29.97002997002997,有音频
[HD]中天新闻,https://stream1.freetv.fun/zhong-tian-xin-wen-6.ctv,网络源,https://epg.pw/media/images/channel/2022/03/05/large/20220305151207450324_69.png,19.715,未分组,h264,1280x720,30.0,有音频
[BD]靖天綜合,https://stream1.freetv.fun/jing-tian-zong-he-4.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211628838481_19.png,5.114,未分组,h264,1920x1080,30.0,有音频
[HD]大爱1 *c[geo-blocked],https://stream1.freetv.fun/da-ai-1--c-1.ctv,网络源,https://epg.pw/media/images/channel/2025/01/28/large/20250128055734216003_46.jpg,1.329,未分组,h264,1280x720,25.0,有音频
[BD]靖天卡通,https://stream1.freetv.fun/jing-tian-qia-tong-6.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/20/large/20230720211529385804_31.png,6.557,未分组,h264,1920x1080,30.0,有音频
[BD]三立綜合合,https://stream1.freetv.fun/san-li-zong-he-he-3.m3u8,网络源,https://epg.pw/media/images/channel/2023/07/21/large/20230721172453389269_45.png,4.333,未分组,h264,1920x1080,29.97002997002997,有音频
[BD]民視新聞,https://stream1.freetv.fun/min-shi-xin-wen-4.m3u8,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506171601310367_14.png,8.721,未分组,h264,1920x1080,30.0,有音频
[BD]好消息2,https://stream1.freetv.fun/hao-xiao-xi-2-3.m3u8,网络源,https://epg.pw/media/images/channel/2022/11/26/large/20221126211024028574_31.jpg,8.844,未分组,h264,1920x1080,30.0,有音频
[BD]時尚運動x,https://stream1.freetv.fun/shi-shang-yun-dong-x-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210222534937410_51.png,1.280,未分组,h264,1280x720,25.0,有音频
[BD]中視經典 *wj,https://stream1.freetv.fun/zhong-shi-jing-dian---wj-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/11/large/20230711221628321961_26.jpg,1.331,未分组,h264,1280x720,25.0,有音频
[BD]中視新聞 *wj,https://stream1.freetv.fun/zhong-shi-xin-wen---wj-3.ctv,网络源,https://epg.pw/media/images/channel/2022/05/06/large/20220506164553238162_16.png,1.422,未分组,h264,1280x720,25.0,有音频
[BD]龙华经典[geo-blocked],https://stream1.freetv.fun/long-hua-jing-dian-1.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724170642383978_17.png,4.912,未分组,h264,1920x1080,60.0,有音频
[BD]民視影劇,https://stream1.freetv.fun/min-shi-ying-ju-7.m3u8,网络源,https://epg.pw/media/images/channel/2022/02/10/large/20220210223252835797_79.png,1.313,未分组,h264,1280x720,25.0,有音频
[BD]公視 *wj,https://stream1.freetv.fun/gong-shi---wj-2.ctv,网络源,https://epg.pw/media/images/channel/2023/07/24/large/20230724132219452361_49.png,1.315,未分组,h264,1280x720,25.0,有音频
