标准频道名,匹配状态,频道名,地址,来源,检测时间,图标,分组
CHC动作电影,未匹配-跳过,CHC动作电影,http://192.168.31.2:4022/rtp/239.21.2.128:5002,电信组播,0,,数字频道
CHC动作电影,未匹配-跳过,CHC动作电影,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch18120514100139517699.rsc/81477_Uni.sdp,济南联通,0,,数字频道
CHC动作电影,未匹配-跳过,CHC动作电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002030/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
CHC动作电影,未匹配-跳过,CHC动作电影,http://123.235.73.237:9901/tsfile/live/0002_68.m3u8?key=txiptv,青岛联通,0,,数字频道
CHC家庭影院,未匹配-跳过,CHC家庭影院,http://150.138.8.143/00/SNM/CHANNEL00002028/index.m3u8,电信单播,0,,数字频道
CHC家庭影院,未匹配-跳过,CHC家庭影院,http://192.168.31.2:4022/rtp/239.21.2.126:5002,电信组播,0,,数字频道
CHC家庭影院,未匹配-跳过,CHC家庭影院,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch18120514091718394256.rsc/81481_Uni.sdp,济南联通,0,,数字频道
CHC家庭影院,未匹配-跳过,CHC家庭影院,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002028/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
CHC影迷电影,未匹配-跳过,CHC影迷电影,http://150.138.8.143/00/SNM/CHANNEL00002029/index.m3u8,电信单播,0,,数字频道
CHC影迷电影,未匹配-跳过,CHC影迷电影,http://192.168.31.2:4022/rtp/239.21.2.127:5002,电信组播,0,,数字频道
CHC影迷电影,未匹配-跳过,CHC影迷电影,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch18120514102191199606.rsc/81478_Uni.sdp,济南联通,0,,数字频道
CHC影迷电影,未匹配-跳过,CHC影迷电影,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002029/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
IPTV法治,未匹配-跳过,IPTV法治,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch13031310542255942002.rsc/70032_Uni.sdp,济南联通,0,,数字频道
IPTV野外,未匹配-跳过,IPTV野外,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch13031310535009021862.rsc/70024_Uni.sdp,济南联通,0,,数字频道
NHK世界台,未匹配-跳过,NHK世界台,http://150.138.8.132/PLTV/88888888/224/3221227292/517077885.smil/index.m3u8?fmt=ts2hls,电信单播,0,,国际频道
NHK世界台,未匹配-跳过,NHK世界台,http://192.168.31.2:4022/rtp/239.21.2.170:5002,电信组播,0,,国际频道
阿里郎,未匹配-跳过,阿里郎,http://150.138.8.132/PLTV/88888888/224/3221227430/517077912.smil/index.m3u8?fmt=ts2hls,电信单播,0,,国际频道
爱大剧,未匹配-跳过,爱大剧,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217231007675294.rsc/70034_Uni.sdp,济南联通,0,,数字频道
爱电影,未匹配-跳过,爱电影,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch11061217105732492560.rsc/69994_Uni.sdp,济南联通,0,,数字频道
爱上4K,未匹配-跳过,爱上4K,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch16062014270602375204.rsc/70019_Uni.sdp,济南联通,0,,4K频道
爱生活,未匹配-跳过,爱生活,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch15090915560951747742.rsc/69929_Uni.sdp,济南联通,0,,数字频道
爱体育,未匹配-跳过,爱体育,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch17120418224162657206.rsc/74292_Uni.sdp,济南联通,0,,数字频道
爱体育,未匹配-跳过,爱体育,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch11060317323358720349.rsc/69939_Uni.sdp,济南联通,0,,数字频道
爱综艺,未匹配-跳过,爱综艺,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch11061217211688091136.rsc/69970_Uni.sdp,济南联通,0,,数字频道
安徽卫视,未匹配-跳过,安徽卫视,http://150.138.8.143/00/SNM/CHANNEL00000328/index.m3u8,电信单播,0,,卫视频道
安徽卫视,未匹配-跳过,安徽卫视,http://192.168.31.2:4022/rtp/239.21.1.159:5002,电信组播,0,,卫视频道
安徽卫视,未匹配-跳过,安徽卫视,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15050917541532308683.rsc/70014_Uni.sdp,济南联通,0,,卫视频道
安徽卫视,未匹配-跳过,安徽卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000328/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
安徽卫视,未匹配-跳过,安徽卫视,http://123.235.73.237:9901/tsfile/live/0002_23.m3u8?key=txiptv,青岛联通,0,,卫视频道
安徽卫视,未匹配-跳过,安徽卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225739/1.m3u8,上海移动,0,,卫视频道
安丘综合,未匹配-跳过,安丘综合,http://150.138.8.143/00/SNM/CHANNEL00001015/index.m3u8,电信单播,0,,山东频道
安丘综合,未匹配-跳过,安丘综合,http://192.168.31.2:4022/rtp/239.21.2.13:5002,电信组播,0,,山东频道
澳视卫星,未匹配-跳过,澳视卫星,http://150.138.9.170:80/PLTV/88888888/224/3221227295/517077830.smil/index.m3u8?fmt=ts2hls,电信单播,0,,卫视频道
澳视卫星,未匹配-跳过,澳视卫星,http://192.168.31.2:4022/rtp/239.21.2.167:5002,电信组播,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://150.138.8.143/00/SNM/CHANNEL00000302/index.m3u8,电信单播,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://192.168.31.2:4022/rtp/239.21.1.88:5002,电信组播,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch12051116365437815794.rsc/69968_Uni.sdp,济南联通,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000302/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://123.235.73.237:9901/tsfile/live/0002_22.m3u8?key=txiptv,青岛联通,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225724/1.m3u8,上海移动,0,,卫视频道
北京卫视,未匹配-跳过,北京卫视,http://123.235.73.237:9901/tsfile/live/0002_61.m3u8?key=txiptv,青岛联通,0,,卫视频道
北京卫视4K,未匹配-跳过,北京卫视4K,http://150.138.8.132/PLTV/88888888/224/3221227299/518924348.smil/index.m3u8?fmt=ts2hls,电信单播,0,,4K频道
北京卫视4K,未匹配-跳过,北京卫视4K,http://192.168.31.2:4022/rtp/239.21.2.172:5002,电信组播,0,,4K频道
北京卫视4K,未匹配-跳过,北京卫视4K,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch25032514071097767315.rsc/102825_Uni.sdp,济南联通,0,,4K频道
滨州民生,未匹配-跳过,滨州民生,http://150.138.8.143/00/SNM/CHANNEL00000221/index.m3u8,电信单播,0,,山东频道
滨州民生,未匹配-跳过,滨州民生,http://192.168.31.2:4022/rtp/239.21.1.119:5002,电信组播,0,,山东频道
滨州综合,未匹配-跳过,滨州综合,http://150.138.8.143/00/SNM/CHANNEL00000220/index.m3u8,电信单播,0,,山东频道
滨州综合,未匹配-跳过,滨州综合,http://192.168.31.2:4022/rtp/239.21.1.118:5002,电信组播,0,,山东频道
兵团卫视,未匹配-跳过,兵团卫视,http://150.138.8.143/00/SNM/CHANNEL00000071/index.m3u8,电信单播,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,http://192.168.31.2:4022/rtp/239.21.2.188:5002,电信组播,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,http://192.168.31.2:4022/rtp/239.21.1.234:5002,电信组播,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch10120116250568011708.rsc/69935_Uni.sdp,济南联通,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000394/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,http://123.235.73.237:9901/tsfile/live/0002_44.m3u8?key=txiptv,青岛联通,0,,卫视频道
兵团卫视,未匹配-跳过,兵团卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226111/1.m3u8,上海移动,0,,卫视频道
财富天下,未匹配-跳过,财富天下,http://150.138.8.143/00/SNM/CHANNEL00000607/index.m3u8,电信单播,0,,他省频道
财富天下,未匹配-跳过,财富天下,http://192.168.31.2:4022/rtp/239.21.1.127:5002,电信组播,0,,他省频道
财富天下,未匹配-跳过,财富天下,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915413342804586.rsc/69980_Uni.sdp,济南联通,0,,他省频道
茶,未匹配-跳过,茶,http://150.138.8.143/00/SNM/CHANNEL00000649/index.m3u8,电信单播,0,,他省频道
茶,未匹配-跳过,茶,http://192.168.31.2:4022/rtp/239.21.2.110:5002,电信组播,0,,他省频道
茶,未匹配-跳过,茶,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch21092610324607482092.rsc/92499_Uni.sdp,济南联通,0,,他省频道
昌乐综合,未匹配-跳过,昌乐综合,http://150.138.8.143/00/SNM/CHANNEL00001033/index.m3u8,电信单播,0,,山东频道
昌乐综合,未匹配-跳过,昌乐综合,http://192.168.31.2:4022/rtp/239.21.1.245:5002,电信组播,0,,山东频道
昌邑综合,未匹配-跳过,昌邑综合,http://150.138.8.143/00/SNM/CHANNEL00001083/index.m3u8,电信单播,0,,山东频道
昌邑综合,未匹配-跳过,昌邑综合,http://192.168.31.2:4022/rtp/239.21.2.27:5002,电信组播,0,,山东频道
车迷,未匹配-跳过,车迷,http://150.138.8.143/00/SNM/CHANNEL00000645/index.m3u8,电信单播,0,,数字频道
城市剧场,未匹配-跳过,城市剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch15090914573308932938.rsc/70029_Uni.sdp,济南联通,0,,数字频道
茌平综合,未匹配-跳过,茌平综合,http://150.138.8.143/00/SNM/CHANNEL00001048/index.m3u8,电信单播,0,,山东频道
茌平综合,未匹配-跳过,茌平综合,http://192.168.31.2:4022/rtp/239.21.1.219:5002,电信组播,0,,山东频道
岱岳综合,未匹配-跳过,岱岳综合,http://150.138.8.143/00/SNM/CHANNEL00001013/index.m3u8,电信单播,0,,山东频道
岱岳综合,未匹配-跳过,岱岳综合,http://192.168.31.2:4022/rtp/239.21.2.139:5002,电信组播,0,,山东频道
单县综合,未匹配-跳过,单县综合,http://150.138.8.143/00/SNM/CHANNEL00001079/index.m3u8,电信单播,0,,山东频道
单县综合,未匹配-跳过,单县综合,http://192.168.31.2:4022/rtp/239.21.2.21:5002,电信组播,0,,山东频道
德州生活,未匹配-跳过,德州生活,http://150.138.8.143/00/SNM/CHANNEL00000207/index.m3u8,电信单播,0,,山东频道
德州生活,未匹配-跳过,德州生活,http://192.168.31.2:4022/rtp/239.21.1.76:5002,电信组播,0,,山东频道
德州综合,未匹配-跳过,德州综合,http://150.138.8.143/00/SNM/CHANNEL00000206/index.m3u8,电信单播,0,,山东频道
德州综合,未匹配-跳过,德州综合,http://192.168.31.2:4022/rtp/239.21.1.75:5002,电信组播,0,,山东频道
地理,未匹配-跳过,地理,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15090915235866760733.rsc/70036_Uni.sdp,济南联通,0,,数字频道
电影大片,未匹配-跳过,电影大片,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002033/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
谍战剧场,未匹配-跳过,谍战剧场,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch13031310523562855603.rsc/69987_Uni.sdp,济南联通,0,,数字频道
定陶综合,未匹配-跳过,定陶综合,http://150.138.8.143/00/SNM/CHANNEL00001063/index.m3u8,电信单播,0,,山东频道
定陶综合,未匹配-跳过,定陶综合,http://192.168.31.2:4022/rtp/239.21.1.244:5002,电信组播,0,,山东频道
东阿综合,未匹配-跳过,东阿综合,http://150.138.8.143/00/SNM/CHANNEL00001093/index.m3u8,电信单播,0,,山东频道
东阿综合,未匹配-跳过,东阿综合,http://192.168.31.2:4022/rtp/239.21.2.61:5002,电信组播,0,,山东频道
东方财经,未匹配-跳过,东方财经,http://150.138.8.143/00/SNM/CHANNEL00002025/index.m3u8,电信单播,0,,他省频道
东方财经,未匹配-跳过,东方财经,http://192.168.31.2:4022/rtp/239.21.2.108:5002,电信组播,0,,他省频道
东方财经,未匹配-跳过,东方财经,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch16051316174673479081.rsc/96398_Uni.sdp,济南联通,0,,他省频道
东方财经,未匹配-跳过,东方财经,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002025/index.m3u8?IASHttpSessionId=,济南移动,0,,他省频道
东方卫视,未匹配-跳过,东方卫视,http://150.138.8.143/00/SNM/CHANNEL00000309/index.m3u8,电信单播,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://192.168.31.2:4022/rtp/239.21.1.111:5002,电信组播,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch15050917541568689826.rsc/69963_Uni.sdp,济南联通,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000309/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://123.235.73.237:9901/tsfile/live/0002_20.m3u8?key=txiptv,青岛联通,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226106/1.m3u8,上海移动,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225725/1.m3u8,上海移动,0,,卫视频道
东方卫视,未匹配-跳过,东方卫视,http://123.235.73.237:9901/tsfile/live/0002_59.m3u8?key=txiptv,青岛联通,0,,卫视频道
东方卫视4K,未匹配-跳过,东方卫视4K,http://192.168.31.2:4022/rtp/239.21.2.184:5002,电信组播,0,,4K频道
东方卫视4K,未匹配-跳过,东方卫视4K,rtsp://112.245.125.45:1554/iptv/import/Tvod/iptv/001/001/ch25092214082801723362.rsc/103278_Uni.sdp,济南联通,0,,4K频道
东明综合,未匹配-跳过,东明综合,http://150.138.8.143/00/SNM/CHANNEL00001065/index.m3u8,电信单播,0,,山东频道
东明综合,未匹配-跳过,东明综合,http://192.168.31.2:4022/rtp/239.21.1.246:5002,电信组播,0,,山东频道
东南卫视,未匹配-跳过,东南卫视,http://150.138.8.143/00/SNM/CHANNEL00000310/index.m3u8,电信单播,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,http://192.168.31.2:4022/rtp/239.21.1.113:5002,电信组播,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch17082318094203998689.rsc/71682_Uni.sdp,济南联通,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000310/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,http://123.235.73.237:9901/tsfile/live/0002_31.m3u8?key=txiptv,青岛联通,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,http://123.235.73.237:9901/tsfile/live/0002_57.m3u8?key=txiptv,青岛联通,0,,卫视频道
东南卫视,未匹配-跳过,东南卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225745/1.m3u8,上海移动,0,,卫视频道
东平综合,未匹配-跳过,东平综合,http://150.138.8.143/00/SNM/CHANNEL00001001/index.m3u8,电信单播,0,,山东频道
东平综合,未匹配-跳过,东平综合,http://192.168.31.2:4022/rtp/239.21.1.216:5002,电信组播,0,,山东频道
东营公共,未匹配-跳过,东营公共,http://150.138.8.143/00/SNM/CHANNEL00000227/index.m3u8,电信单播,0,,山东频道
东营公共,未匹配-跳过,东营公共,http://192.168.31.2:4022/rtp/239.21.1.82:5002,电信组播,0,,山东频道
东营综合,未匹配-跳过,东营综合,http://150.138.8.143/00/SNM/CHANNEL00000226/index.m3u8,电信单播,0,,山东频道
东营综合,未匹配-跳过,东营综合,http://192.168.31.2:4022/rtp/239.21.1.81:5002,电信组播,0,,山东频道
动画,未匹配-跳过,动画,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090915451711071162.rsc/70065_Uni.sdp,济南联通,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,http://150.138.8.143/00/SNM/CHANNEL00002000/index.m3u8,电信单播,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,http://192.168.31.2:4022/rtp/239.21.2.92:5002,电信组播,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch17121814421621825244.rsc/96206_Uni.sdp,济南联通,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002000/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226138/1.m3u8,上海移动,0,,数字频道
动漫秀场,未匹配-跳过,动漫秀场,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225764/1.m3u8,上海移动,0,,数字频道
动作影院,未匹配-跳过,动作影院,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch15090916164124642866.rsc/70004_Uni.sdp,济南联通,0,,数字频道
都市剧场,未匹配-跳过,都市剧场,http://150.138.8.143/00/SNM/CHANNEL00002022/index.m3u8,电信单播,0,,他省频道
都市剧场,未匹配-跳过,都市剧场,http://192.168.31.2:4022/rtp/239.21.2.90:5002,电信组播,0,,他省频道
都市剧场,未匹配-跳过,都市剧场,rtsp://112.245.125.39:1554/iptv/import/Tvod/iptv/001/001/ch16051316281593708406.rsc/69947_Uni.sdp,济南联通,0,,他省频道
都市剧场,未匹配-跳过,都市剧场,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002022/index.m3u8?IASHttpSessionId=,济南移动,0,,他省频道
都市剧场,未匹配-跳过,都市剧场,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226155/1.m3u8,上海移动,0,,他省频道
都市剧场,未匹配-跳过,都市剧场,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225762/1.m3u8,上海移动,0,,他省频道
法兰西,未匹配-跳过,法兰西,http://150.138.8.132/PLTV/88888888/224/3221227284/517077846.smil/index.m3u8?fmt=ts2hls,电信单播,0,,国际频道
法兰西,未匹配-跳过,法兰西,http://192.168.31.2:4022/rtp/239.21.2.168:5002,电信组播,0,,国际频道
法治天地,未匹配-跳过,法治天地,http://150.138.8.143/00/SNM/CHANNEL00002010/index.m3u8,电信单播,0,,数字频道
法治天地,未匹配-跳过,法治天地,http://192.168.31.2:4022/rtp/239.21.2.105:5002,电信组播,0,,数字频道
法治天地,未匹配-跳过,法治天地,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch16051316234089749497.rsc/96400_Uni.sdp,济南联通,0,,数字频道
法治天地,未匹配-跳过,法治天地,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00002010/index.m3u8?IASHttpSessionId=,济南移动,0,,数字频道
法治天地,未匹配-跳过,法治天地,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225994/1.m3u8,上海移动,0,,数字频道
肥城综合,未匹配-跳过,肥城综合,http://150.138.8.143/00/SNM/CHANNEL00001039/index.m3u8,电信单播,0,,山东频道
肥城综合,未匹配-跳过,肥城综合,http://192.168.31.2:4022/rtp/239.21.2.161:5002,电信组播,0,,山东频道
凤凰卫视,未匹配-跳过,凤凰卫视,http://150.138.8.143/00/SNM/CHANNEL00000380/index.m3u8,电信单播,0,,卫视频道
凤凰卫视,未匹配-跳过,凤凰卫视,http://192.168.31.2:4022/rtp/239.21.2.153:5002,电信组播,0,,卫视频道
凤凰卫视,未匹配-跳过,凤凰卫视,http://150.138.9.170:80/PLTV/88888888/224/3221227409/497429879.smil/index.m3u8?fmt=ts2hls,电信单播,0,,卫视频道
凤凰资讯,未匹配-跳过,凤凰资讯,http://192.168.31.2:4022/rtp/239.21.2.163:5002,电信组播,0,,卫视频道
凤凰资讯,未匹配-跳过,凤凰资讯,http://150.138.9.170:80/PLTV/88888888/224/3221227280/516918666.smil/index.m3u8?fmt=ts2hls,电信单播,0,,卫视频道
凤凰香港,未匹配-跳过,凤凰香港,http://150.138.9.170:80/PLTV/88888888/224/3221227291/516918680.smil/index.m3u8?fmt=ts2hls,电信单播,0,,卫视频道
凤凰香港,未匹配-跳过,凤凰香港,http://192.168.31.2:4022/rtp/239.21.2.164:5002,电信组播,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,http://150.138.8.143/00/SNM/CHANNEL00000349/index.m3u8,电信单播,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,http://192.168.31.2:4022/rtp/239.21.2.22:5002,电信组播,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch21092610332476918454.rsc/92476_Uni.sdp,济南联通,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000349/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,http://123.235.73.237:9901/tsfile/live/0002_38.m3u8?key=txiptv,青岛联通,0,,卫视频道
甘肃卫视,未匹配-跳过,甘肃卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226090/1.m3u8,上海移动,0,,卫视频道
高密综合,未匹配-跳过,高密综合,http://150.138.8.143/00/SNM/CHANNEL00001089/index.m3u8,电信单播,0,,山东频道
高密综合,未匹配-跳过,高密综合,http://192.168.31.2:4022/rtp/239.21.2.59:5002,电信组播,0,,山东频道
高青综合,未匹配-跳过,高青综合,http://150.138.8.143/00/SNM/CHANNEL00001023/index.m3u8,电信单播,0,,山东频道
高青综合,未匹配-跳过,高青综合,http://192.168.31.2:4022/rtp/239.21.2.140:5002,电信组播,0,,山东频道
古装剧场,未匹配-跳过,古装剧场,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090915062673403232.rsc/70072_Uni.sdp,济南联通,0,,数字频道
冠县综合,未匹配-跳过,冠县综合,http://150.138.8.143/00/SNM/CHANNEL00001040/index.m3u8,电信单播,0,,山东频道
冠县综合,未匹配-跳过,冠县综合,http://192.168.31.2:4022/rtp/239.21.1.250:5002,电信组播,0,,山东频道
冠县综合,未匹配-跳过,冠县综合,http://192.168.31.2:4022/rtp/239.21.2.149:5002,电信组播,0,,山东频道
光影,未匹配-跳过,光影,rtsp://112.245.125.47:1554/iptv/import/Tvod/iptv/001/001/ch15090916254772284807.rsc/69940_Uni.sdp,济南联通,0,,数字频道
广东卫视,未匹配-跳过,广东卫视,http://150.138.8.143/00/SNM/CHANNEL00000307/index.m3u8,电信单播,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,http://192.168.31.2:4022/rtp/239.21.1.92:5002,电信组播,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,rtsp://112.245.125.42:1554/iptv/import/Tvod/iptv/001/001/ch15050917541650823873.rsc/69978_Uni.sdp,济南联通,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000307/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,http://123.235.73.237:9901/tsfile/live/0002_26.m3u8?key=txiptv,青岛联通,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225731/1.m3u8,上海移动,0,,卫视频道
广东卫视,未匹配-跳过,广东卫视,http://192.168.31.2:4022/rtp/239.21.2.157:5002,电信组播,0,,卫视频道
广东卫视4K,未匹配-跳过,广东卫视4K,http://150.138.8.132/PLTV/88888888/224/3221227437/521682524.smil/index.m3u8?fmt=ts2hls,电信单播,0,,4K频道
广东卫视4K,未匹配-跳过,广东卫视4K,http://192.168.31.2:4022/rtp/239.21.2.173:5002,电信组播,0,,4K频道
广东卫视4K,未匹配-跳过,广东卫视4K,rtsp://112.245.125.41:1554/iptv/import/Tvod/iptv/001/001/ch25062414535257116401.rsc/103043_Uni.sdp,济南联通,0,,4K频道
广饶综合,未匹配-跳过,广饶综合,http://150.138.8.143/00/SNM/CHANNEL00001043/index.m3u8,电信单播,0,,山东频道
广饶综合,未匹配-跳过,广饶综合,http://192.168.31.2:4022/rtp/239.21.1.193:5002,电信组播,0,,山东频道
广西卫视,未匹配-跳过,广西卫视,http://150.138.8.143/00/SNM/CHANNEL00000368/index.m3u8,电信单播,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,http://150.138.8.143/00/SNM/CHANNEL00000038/index.m3u8,电信单播,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,http://192.168.31.2:4022/rtp/239.21.2.87:5002,电信组播,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,rtsp://112.245.125.38:1554/iptv/import/Tvod/iptv/001/001/ch10120114524702485505.rsc/69956_Uni.sdp,济南联通,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,http://[2409:8087:3c02:0021:0000:0001:0000:100a]:6410/shandong_cabletv.live.zte.com////CHANNEL00000368/index.m3u8?IASHttpSessionId=,济南移动,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226130/1.m3u8,上海移动,0,,卫视频道
广西卫视,未匹配-跳过,广西卫视,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226084/1.m3u8,上海移动,0,,卫视频道
贵州卫视,未匹配-跳过,贵州卫视,http://150.138.8.143/00/SNM/CHANNEL00000329/index.m3u8,电信单播,0,,卫视频道
贵州卫视,未匹配-跳过,贵州卫视,http://192.168.31.2:4022/rtp/239.21.1.166:5002,电信组播,0,,卫视频道
贵州卫视,未匹配-跳过,贵州卫视,rtsp://112.245.125.48:1554/iptv/import/Tvod/iptv/001/001/ch17121814402415050847.rsc/75837_Uni.sdp,济南联通,0,,卫视频道
